trace_id,created_at,entity_type,entity_id,signal,triggered_rule,evidence,business_impact,generated_action,confidence_level,run_id,generated_at
TRC-0000000271,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-FEC01A7F,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$499.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000272,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-1EDFC04A,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000273,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-5097CDF9,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.","$1,999.00 revenue at risk",Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000274,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-C295EABA,"Low NPS, Failed Payments, High Support Burden",Risk band: Critical,"Risk drivers: Low NPS, Failed Payments, High Support Burden.",$199.00 revenue at risk,Escalate to churn prevention workflow,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000275,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-F1C361E8,"Low NPS, Failed Payments",Risk band: High,"Risk drivers: Low NPS, Failed Payments.",$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000276,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-2E6A99D9,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000277,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-1997126D,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000278,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-F2991849,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000279,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-1F5613AB,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000280,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-DAC902A8,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000281,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-109D1A55,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000282,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-AEB0A567,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000283,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-FEF4F8BC,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$499.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000284,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-0D8DAE06,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000285,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-FEE4A72B,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000286,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-B1E79DD2,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$499.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000287,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-C9BEF5B3,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$499.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000288,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-CE6A09BF,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000289,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-CA8C36C7,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000290,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-15F7F672,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$499.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000291,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-1A0CB43B,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$499.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000292,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-8A72DAB6,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000293,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-FD677D6E,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,"$1,999.00 revenue at risk",Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000294,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-A313C5AC,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000295,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-A7F74437,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$499.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000296,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-CAD33DA8,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000297,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-2D54887F,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,No direct revenue at risk identified,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000298,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-D4BE0FEC,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,No direct revenue at risk identified,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000299,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-33A06EC3,"Low NPS, Failed Payments",Risk band: High,"Risk drivers: Low NPS, Failed Payments.",$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000300,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-0BE4D99F,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$499.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000301,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-C2D65C19,"Low NPS, High Support Burden",Risk band: High,"Risk drivers: Low NPS, High Support Burden.",No direct revenue at risk identified,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000302,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-D0F54477,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000303,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-085FF7A4,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000304,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-C2ECF888,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000305,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-15EA71C8,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000306,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-8B210ABC,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000307,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-C24889BF,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$499.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000308,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-A4FFEC43,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000309,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-DD9C9C19,"Low NPS, Failed Payments, High Support Burden",Risk band: Critical,"Risk drivers: Low NPS, Failed Payments, High Support Burden.","$1,999.00 revenue at risk",Escalate to churn prevention workflow,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000310,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-508E5336,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",No direct revenue at risk identified,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000311,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-3A17DC03,"Low NPS, Failed Payments, High Support Burden",Risk band: Critical,"Risk drivers: Low NPS, Failed Payments, High Support Burden.",$499.00 revenue at risk,Escalate to churn prevention workflow,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000312,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-BF72E0BD,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,"$1,999.00 revenue at risk",Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000313,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-CE47CB2D,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000314,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-FD3F88A8,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000315,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-DB82A880,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000316,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-3D125B68,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000317,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-157CAC78,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000318,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-AB15EE7A,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000319,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-9AAA2BE8,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000320,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-00E36B8D,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $49.00.,$49.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000321,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-017D0217,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $49.00.,$49.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000322,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-01BC75ED,Failed Payment,Leakage type: Failed Payment,"1 failed transaction(s) totalling $1,999.00.","$1,999.00 estimated revenue loss","Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000323,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-02593FD4,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $49.00.,$49.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000324,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-028BDB79,Failed Payment,Leakage type: Failed Payment,"1 failed transaction(s) totalling $1,999.00.","$1,999.00 estimated revenue loss","Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000325,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-02D2837C,Failed Payment,Leakage type: Failed Payment,2 failed transaction(s) totalling $98.00.,$98.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000326,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-045CDBCF,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $49.00.,$49.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000327,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-05F63E56,Failed Payment,Leakage type: Failed Payment,2 failed transaction(s) totalling $398.00.,$398.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000328,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-066C24E0,Failed Payment,Leakage type: Failed Payment,"1 failed transaction(s) totalling $1,999.00.","$1,999.00 estimated revenue loss","Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000329,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-06754D23,Failed Payment,Leakage type: Failed Payment,"1 failed transaction(s) totalling $1,999.00.","$1,999.00 estimated revenue loss","Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000330,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-06F80977,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $499.00.,$499.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000331,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-085EA84A,Failed Payment,Leakage type: Failed Payment,2 failed transaction(s) totalling $998.00.,$998.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000332,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-085FF7A4,Failed Payment,Leakage type: Failed Payment,2 failed transaction(s) totalling $398.00.,$398.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000333,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-088652B9,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $499.00.,$499.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000334,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-0A2FE7D2,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $49.00.,$49.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000335,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-0A35777A,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $49.00.,$49.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000336,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-0B94F615,Failed Payment,Leakage type: Failed Payment,"1 failed transaction(s) totalling $1,999.00.","$1,999.00 estimated revenue loss","Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000337,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-0BE4D99F,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $499.00.,$499.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000338,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-0C039F9F,Failed Payment,Leakage type: Failed Payment,"2 failed transaction(s) totalling $3,998.00.","$3,998.00 estimated revenue loss","Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000339,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-0C211463,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $499.00.,$499.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000340,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-0D41E8EE,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $499.00.,$499.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000341,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-0D8DAE06,Failed Payment,Leakage type: Failed Payment,3 failed transaction(s) totalling $597.00.,$597.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000342,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-0DCF7274,Failed Payment,Leakage type: Failed Payment,2 failed transaction(s) totalling $98.00.,$98.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000343,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-0DEBA7AB,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $499.00.,$499.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000344,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-0EA0AC68,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $199.00.,$199.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000345,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-0EB3CD1D,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $49.00.,$49.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000346,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-10145AE4,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $499.00.,$499.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000347,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-109D1A55,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $49.00.,$49.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000348,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-110057AA,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $499.00.,$499.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000349,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-124D2330,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $499.00.,$499.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000350,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-1276D8CD,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $49.00.,$49.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000351,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-12F57229,Failed Payment,Leakage type: Failed Payment,2 failed transaction(s) totalling $98.00.,$98.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000352,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-13862B85,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $199.00.,$199.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000353,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-153C5E61,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $199.00.,$199.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000354,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-155EA421,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $199.00.,$199.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000355,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-157C59FF,Failed Payment,Leakage type: Failed Payment,"1 failed transaction(s) totalling $1,999.00.","$1,999.00 estimated revenue loss","Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000356,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-157CAC78,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $199.00.,$199.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000357,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-159E6C52,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $499.00.,$499.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000358,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-15EA71C8,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $49.00.,$49.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000359,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-15F7F672,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $499.00.,$499.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000360,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-17F02B0D,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $499.00.,$499.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000361,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-1997126D,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $199.00.,$199.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000362,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-19D81BB6,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $199.00.,$199.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000363,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-1A0CB43B,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $499.00.,$499.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
